#DL Temperature (?)
0	351
10205	351
10206	351
10207	351
11360	351
11361	351
11362	351
11363	351
11364	351
11365	351
11366	351
11367	351
11370	351
11371	351
11372	351
11373	351
11374	351
11375	351
11376	351
11377	351
11400	351
11401	351
11402	351
11403	351
11404	351
11405	351
11406	351
11407	351
11410	351
11411	351
11412	351
11413	351
11414	351
11415	351
11416	351
11417	351
11420	351
11421	351
11422	351
11423	351
11424	351
11425	351
11426	351
11427	351
11430	351
11431	351
11432	351
11433	351
11434	351
11435	351
11436	351
11437	351
11440	351
11441	351
11442	351
11443	351
11444	351
11445	351
11446	351
11447	351
11450	351
11451	351
11452	351
11453	351
11454	351
11455	351
11456	351
11457	351
11460	351
11461	351
11462	351
11463	351
11464	351
11465	351
11466	351
11467	351
11470	351
11471	351
11472	351
11473	351
11474	351
11475	351
11476	351
11477	351
11500	351
11501	351
11502	351
11503	351
11504	351
11505	351
11506	351
11507	351
11510	351
11511	351
11512	351
11513	351
11514	351
11515	351
11516	351
11517	351
11520	351
11521	351
11522	351
11523	351
11524	351
11525	351
11526	351
11527	352
11530	352
11531	352
11532	352
11533	352
11534	352
11535	352
11536	352
11537	352
11540	352
11541	352
11542	352
11543	352
11544	352
11545	352
11546	352
11547	352
11550	352
11551	352
11552	352
11553	352
11554	352
11555	352
11556	353
11557	353
11560	353
11561	353
11562	353
11563	353
11564	353
11565	353
11566	353
11567	353
11570	353
11571	353
11572	353
11573	353
11574	353
11575	353
11576	353
11577	353
11600	353
11601	353
11602	353
11603	353
11604	354
11605	354
11606	354
11607	354
11610	354
11611	354
11612	354
11613	354
11614	354
11615	354
11616	354
11617	354
11620	354
11621	354
11622	354
11623	354
11624	354
11625	354
11626	354
11627	354
11630	354
11631	354
11632	354
11633	355
11634	355
11635	355
11636	355
11637	355
11640	355
11641	355
11642	355
11643	355
11644	355
11645	355
11646	355
11647	355
11650	355
11651	355
11652	355
11653	355
11654	355
11655	355
11656	355
11657	355
11660	355
11661	355
11662	355
11663	356
11664	356
11665	356
11666	356
11667	356
11670	356
11671	356
11672	356
11673	356
11674	356
11675	356
11676	356
11677	356
11700	356
11701	356
11702	356
11703	356
11704	356
11705	356
11706	356
11707	356
11710	356
11711	356
11712	356
11713	357
11714	357
11715	357
11716	357
11717	357
11720	357
11721	357
11722	357
11723	357
11724	357
11725	357
11726	357
11727	357
11730	357
11731	357
11732	357
11733	357
11734	357
11735	357
11736	357
11737	357
11740	357
11741	357
11742	357
11743	360
11744	360
11745	360
11746	360
11747	360
11750	360
11751	360
11752	360
11753	360
11754	360
11755	360
11756	360
11757	360
11760	360
11761	360
11762	360
11763	360
11764	360
11765	360
11766	360
11767	360
11770	360
11771	360
11772	360
11773	360
11774	361
11775	361
11776	361
11777	361
12000	361
12001	361
12002	361
12003	361
12004	361
12005	361
12006	361
12007	361
12010	361
12011	361
12012	361
12013	361
12014	361
12015	361
12016	361
12017	361
12020	361
12021	361
12022	361
12023	361
12024	361
12025	362
12026	362
12027	362
12030	362
12031	362
12032	362
12033	362
12034	362
12035	362
12036	362
12037	362
12040	362
12041	362
12042	362
12043	362
12044	362
12045	362
12046	362
12047	362
12050	362
12051	362
12052	362
12053	362
12054	362
12055	362
12056	363
12057	363
12060	363
12061	363
12062	363
12063	363
12064	363
12065	363
12066	363
12067	363
12070	363
12071	363
12072	363
12073	363
12074	363
12075	363
12076	363
12077	363
12100	363
12101	363
12102	363
12103	363
12104	363
12105	363
12106	363
12107	363
12110	364
12111	364
12112	364
12113	364
12114	364
12115	364
12116	364
12117	364
12120	364
12121	364
12122	364
12123	364
12124	364
12125	364
12126	364
12127	364
12130	364
